departure_date,arrival_date,flight_duration_hours,flight_cost,flight_class,departure_city,departure_country,arrival_city,arrival_country
2025-07-27,2025-07-27,8,184.8,Economy,New York City,USA,Sydney,Australia
2025-07-27,2025-07-28,12,475.11,Business,New York City,USA,Rome,Italy
2025-07-27,2025-07-27,3,909.23,First,New York City,USA,Bangkok,Thailand
2025-07-27,2025-07-27,2,181.65,Economy,New York City,USA,Singapore,Singapore
2025-07-27,2025-07-27,6,932.25,First,Los Angeles,USA,New York City,USA
2025-07-27,2025-07-28,11,941.4,First,Los Angeles,USA,London,United Kingdom
2025-07-27,2025-07-27,4,1049.84,First,Los Angeles,USA,Paris,France
2025-07-27,2025-07-27,4,1094.48,First,Los Angeles,USA,Tokyo,Japan
2025-07-27,2025-07-27,8,936.29,First,Los Angeles,USA,Dubai,United Arab Emirates
2025-07-27,2025-07-27,8,666.98,Business,Los Angeles,USA,Sydney,Australia
2025-07-27,2025-07-27,6,233.33,Economy,Los Angeles,USA,Rome,Italy
2025-07-27,2025-07-27,8,671.22,Business,Los Angeles,USA,Bangkok,Thailand
2025-07-27,2025-07-27,7,568.01,Business,Los Angeles,USA,Singapore,Singapore
2025-07-27,2025-07-28,12,928.8,First,London,United Kingdom,New York City,USA
2025-07-27,2025-07-27,7,837.74,First,London,United Kingdom,Los Angeles,USA
2025-07-27,2025-07-27,5,116.13,Economy,London,United Kingdom,Paris,France
2025-07-27,2025-07-27,4,878.8,First,London,United Kingdom,Tokyo,Japan
2025-07-27,2025-07-27,9,1173.68,First,London,United Kingdom,Dubai,United Arab Emirates
2025-07-27,2025-07-27,3,296.86,Economy,London,United Kingdom,Sydney,Australia
2025-07-27,2025-07-27,5,544.12,Business,London,United Kingdom,Rome,Italy
2025-07-27,2025-07-27,8,623.57,Business,London,United Kingdom,Bangkok,Thailand
2025-07-27,2025-07-27,7,402.97,Business,London,United Kingdom,Singapore,Singapore
2025-07-27,2025-07-27,6,441.9,Business,Paris,France,New York City,USA
2025-07-27,2025-07-27,6,445.1,Business,Paris,France,Los Angeles,USA
2025-07-27,2025-07-27,6,549.21,Business,Paris,France,London,United Kingdom
2025-07-27,2025-07-28,11,299.48,Economy,Paris,France,Tokyo,Japan
2025-07-27,2025-07-27,4,434.0,Business,Paris,France,Dubai,United Arab Emirates
2025-07-27,2025-07-27,4,1010.92,First,Paris,France,Sydney,Australia
2025-07-27,2025-07-27,4,609.94,Business,Paris,France,Rome,Italy
2025-07-27,2025-07-27,4,269.72,Economy,Paris,France,Bangkok,Thailand
2025-07-27,2025-07-28,12,212.73,Economy,Paris,France,Singapore,Singapore
2025-07-27,2025-07-27,6,805.7,First,Tokyo,Japan,New York City,USA
2025-07-27,2025-07-27,2,891.93,First,Tokyo,Japan,Los Angeles,USA
2025-07-27,2025-07-27,10,173.19,Economy,Tokyo,Japan,London,United Kingdom
2025-07-27,2025-07-27,6,271.5,Economy,Tokyo,Japan,Paris,France
2025-07-27,2025-07-27,2,235.97,Economy,Tokyo,Japan,Dubai,United Arab Emirates
2025-07-27,2025-07-27,10,536.85,Business,Tokyo,Japan,Sydney,Australia
2025-07-27,2025-07-28,12,569.99,Business,Tokyo,Japan,Rome,Italy
2025-07-27,2025-07-27,9,459.47,Business,Tokyo,Japan,Bangkok,Thailand
2025-07-27,2025-07-27,3,449.65,Business,Tokyo,Japan,Singapore,Singapore
2025-07-27,2025-07-27,6,971.45,First,Dubai,United Arab Emirates,New York City,USA
2025-07-27,2025-07-27,2,492.04,Business,Dubai,United Arab Emirates,Los Angeles,USA
2025-07-27,2025-07-27,8,806.02,First,Dubai,United Arab Emirates,London,United Kingdom
2025-07-27,2025-07-28,12,115.42,Economy,Dubai,United Arab Emirates,Paris,France
2025-07-27,2025-07-27,5,812.28,First,Dubai,United Arab Emirates,Tokyo,Japan
2025-07-27,2025-07-27,8,244.62,Economy,Dubai,United Arab Emirates,Sydney,Australia
2025-07-27,2025-07-27,2,470.05,Business,Dubai,United Arab Emirates,Rome,Italy
2025-07-27,2025-07-28,12,1155.77,First,Dubai,United Arab Emirates,Bangkok,Thailand
2025-07-27,2025-07-27,4,191.43,Economy,Dubai,United Arab Emirates,Singapore,Singapore
2025-07-27,2025-07-27,8,218.6,Economy,Sydney,Australia,New York City,USA
2025-07-27,2025-07-27,5,698.99,Business,Sydney,Australia,Los Angeles,USA
2025-07-27,2025-07-27,4,969.59,First,Sydney,Australia,London,United Kingdom
2025-07-27,2025-07-28,12,698.76,Business,Sydney,Australia,Paris,France
2025-07-27,2025-07-27,6,868.7,First,Sydney,Australia,Tokyo,Japan
2025-07-27,2025-07-27,10,231.49,Economy,Sydney,Australia,Dubai,United Arab Emirates
2025-07-27,2025-07-27,4,126.49,Economy,Sydney,Australia,Rome,Italy
2025-07-27,2025-07-27,2,1118.37,First,Sydney,Australia,Bangkok,Thailand
2025-07-27,2025-07-27,4,806.74,First,Sydney,Australia,Singapore,Singapore
2025-07-27,2025-07-27,3,911.67,First,Rome,Italy,New York City,USA
2025-07-27,2025-07-27,7,1104.87,First,Rome,Italy,Los Angeles,USA
2025-07-27,2025-07-28,11,507.38,Business,Rome,Italy,London,United Kingdom
2025-07-27,2025-07-27,7,640.96,Business,Rome,Italy,Paris,France
2025-07-27,2025-07-27,6,160.92,Economy,Rome,Italy,Tokyo,Japan
2025-07-27,2025-07-27,9,449.77,Business,Rome,Italy,Dubai,United Arab Emirates
2025-07-27,2025-07-27,4,272.0,Economy,Rome,Italy,Sydney,Australia
2025-07-27,2025-07-28,12,629.76,Business,Rome,Italy,Bangkok,Thailand
2025-07-27,2025-07-27,5,262.0,Economy,Rome,Italy,Singapore,Singapore
2025-07-27,2025-07-28,11,207.64,Economy,Bangkok,Thailand,New York City,USA
2025-07-27,2025-07-28,11,144.54,Economy,Bangkok,Thailand,Los Angeles,USA
2025-07-27,2025-07-27,5,880.58,First,Bangkok,Thailand,London,United Kingdom
2025-07-27,2025-07-27,3,849.62,First,Bangkok,Thailand,Paris,France
2025-07-27,2025-07-27,3,978.8,First,Bangkok,Thailand,Tokyo,Japan
2025-07-27,2025-07-27,7,535.56,Business,Bangkok,Thailand,Dubai,United Arab Emirates
2025-07-27,2025-07-28,11,465.33,Business,Bangkok,Thailand,Sydney,Australia
2025-07-27,2025-07-27,10,652.91,Business,Bangkok,Thailand,Rome,Italy
2025-07-27,2025-07-27,7,1137.24,First,Bangkok,Thailand,Singapore,Singapore
2025-07-27,2025-07-27,2,510.23,Business,Singapore,Singapore,New York City,USA
2025-07-27,2025-07-27,7,596.03,Business,Singapore,Singapore,Los Angeles,USA
2025-07-27,2025-07-27,5,406.06,Business,Singapore,Singapore,London,United Kingdom
2025-07-27,2025-07-27,3,510.29,Business,Singapore,Singapore,Paris,France
2025-07-27,2025-07-27,10,906.23,First,Singapore,Singapore,Tokyo,Japan
2025-07-27,2025-07-27,4,1185.01,First,Singapore,Singapore,Dubai,United Arab Emirates
2025-07-27,2025-07-27,8,1098.61,First,Singapore,Singapore,Sydney,Australia
2025-07-27,2025-07-28,12,1088.98,First,Singapore,Singapore,Rome,Italy
2025-07-27,2025-07-27,6,657.77,Business,Singapore,Singapore,Bangkok,Thailand
2025-07-28,2025-07-28,5,100.29,Economy,New York City,USA,Los Angeles,USA
2025-07-28,2025-07-28,8,231.58,Economy,New York City,USA,London,United Kingdom
2025-07-28,2025-07-29,12,1164.48,First,New York City,USA,Paris,France
2025-07-28,2025-07-29,12,1104.03,First,New York City,USA,Tokyo,Japan
2025-07-28,2025-07-28,10,443.88,Business,New York City,USA,Dubai,United Arab Emirates
2025-07-28,2025-07-28,8,627.43,Business,New York City,USA,Sydney,Australia
2025-07-28,2025-07-28,9,1108.32,First,New York City,USA,Rome,Italy
2025-07-28,2025-07-28,6,679.88,Business,New York City,USA,Bangkok,Thailand
2025-07-28,2025-07-29,12,267.02,Economy,New York City,USA,Singapore,Singapore
2025-07-28,2025-07-28,6,199.09,Economy,Los Angeles,USA,New York City,USA
2025-07-28,2025-07-29,11,1031.64,First,Los Angeles,USA,London,United Kingdom
2025-07-28,2025-07-28,10,1157.27,First,Los Angeles,USA,Paris,France
2025-07-28,2025-07-29,11,1035.24,First,Los Angeles,USA,Tokyo,Japan
2025-07-28,2025-07-28,2,1055.17,First,Los Angeles,USA,Dubai,United Arab Emirates
2025-07-28,2025-07-29,11,289.63,Economy,Los Angeles,USA,Sydney,Australia
2025-07-28,2025-07-28,10,250.02,Economy,Los Angeles,USA,Rome,Italy
2025-07-28,2025-07-28,7,425.2,Business,Los Angeles,USA,Bangkok,Thailand
2025-07-28,2025-07-29,12,919.42,First,Los Angeles,USA,Singapore,Singapore
2025-07-28,2025-07-28,9,1047.97,First,London,United Kingdom,New York City,USA
2025-07-28,2025-07-28,6,252.67,Economy,London,United Kingdom,Los Angeles,USA
2025-07-28,2025-07-28,10,975.77,First,London,United Kingdom,Paris,France
2025-07-28,2025-07-28,3,1009.62,First,London,United Kingdom,Tokyo,Japan
2025-07-28,2025-07-29,11,412.03,Business,London,United Kingdom,Dubai,United Arab Emirates
2025-07-28,2025-07-28,4,1162.17,First,London,United Kingdom,Sydney,Australia
2025-07-28,2025-07-28,10,421.44,Business,London,United Kingdom,Rome,Italy
2025-07-28,2025-07-28,2,410.51,Business,London,United Kingdom,Bangkok,Thailand
2025-07-28,2025-07-28,5,694.1,Business,London,United Kingdom,Singapore,Singapore
2025-07-28,2025-07-28,9,1104.63,First,Paris,France,New York City,USA
2025-07-28,2025-07-28,4,178.82,Economy,Paris,France,Los Angeles,USA
2025-07-28,2025-07-28,10,242.14,Economy,Paris,France,London,United Kingdom
2025-07-28,2025-07-28,2,902.15,First,Paris,France,Tokyo,Japan
2025-07-28,2025-07-28,10,496.38,Business,Paris,France,Dubai,United Arab Emirates
2025-07-28,2025-07-29,11,122.04,Economy,Paris,France,Sydney,Australia
2025-07-28,2025-07-29,12,228.78,Economy,Paris,France,Rome,Italy
2025-07-28,2025-07-29,12,699.19,Business,Paris,France,Bangkok,Thailand
2025-07-28,2025-07-29,12,545.65,Business,Paris,France,Singapore,Singapore
2025-07-28,2025-07-28,10,970.54,First,Tokyo,Japan,New York City,USA
2025-07-28,2025-07-28,3,543.53,Business,Tokyo,Japan,Los Angeles,USA
2025-07-28,2025-07-28,10,1118.02,First,Tokyo,Japan,London,United Kingdom
2025-07-28,2025-07-28,3,863.5,First,Tokyo,Japan,Paris,France
2025-07-28,2025-07-28,4,159.05,Economy,Tokyo,Japan,Dubai,United Arab Emirates
2025-07-28,2025-07-28,10,941.21,First,Tokyo,Japan,Sydney,Australia
2025-07-28,2025-07-28,5,142.68,Economy,Tokyo,Japan,Rome,Italy
2025-07-28,2025-07-28,8,1089.81,First,Tokyo,Japan,Bangkok,Thailand
2025-07-28,2025-07-29,11,529.66,Business,Tokyo,Japan,Singapore,Singapore
2025-07-28,2025-07-29,11,843.65,First,Dubai,United Arab Emirates,New York City,USA
2025-07-28,2025-07-29,11,814.45,First,Dubai,United Arab Emirates,Los Angeles,USA
2025-07-28,2025-07-28,2,902.95,First,Dubai,United Arab Emirates,London,United Kingdom
2025-07-28,2025-07-28,2,151.28,Economy,Dubai,United Arab Emirates,Paris,France
2025-07-28,2025-07-28,5,475.49,Business,Dubai,United Arab Emirates,Tokyo,Japan
2025-07-28,2025-07-28,6,1181.78,First,Dubai,United Arab Emirates,Sydney,Australia
2025-07-28,2025-07-28,3,998.73,First,Dubai,United Arab Emirates,Rome,Italy
2025-07-28,2025-07-28,9,220.92,Economy,Dubai,United Arab Emirates,Bangkok,Thailand
2025-07-28,2025-07-28,4,1181.15,First,Dubai,United Arab Emirates,Singapore,Singapore
2025-07-28,2025-07-28,9,136.46,Economy,Sydney,Australia,New York City,USA
2025-07-28,2025-07-28,2,903.08,First,Sydney,Australia,Los Angeles,USA
2025-07-28,2025-07-28,8,1167.34,First,Sydney,Australia,London,United Kingdom
2025-07-28,2025-07-28,9,247.53,Economy,Sydney,Australia,Paris,France
2025-07-28,2025-07-28,5,173.57,Economy,Sydney,Australia,Tokyo,Japan
2025-07-28,2025-07-29,11,495.57,Business,Sydney,Australia,Dubai,United Arab Emirates
2025-07-28,2025-07-28,3,1185.24,First,Sydney,Australia,Rome,Italy
2025-07-28,2025-07-28,8,624.88,Business,Sydney,Australia,Bangkok,Thailand
2025-07-28,2025-07-28,10,103.93,Economy,Sydney,Australia,Singapore,Singapore
2025-07-28,2025-07-29,11,1151.98,First,Rome,Italy,New York City,USA
2025-07-28,2025-07-28,6,259.01,Economy,Rome,Italy,Los Angeles,USA
2025-07-28,2025-07-28,2,412.15,Business,Rome,Italy,London,United Kingdom
2025-07-28,2025-07-28,4,529.23,Business,Rome,Italy,Paris,France
2025-07-28,2025-07-28,3,896.0,First,Rome,Italy,Tokyo,Japan
2025-07-28,2025-07-28,5,992.79,First,Rome,Italy,Dubai,United Arab Emirates
2025-07-28,2025-07-29,12,890.57,First,Rome,Italy,Sydney,Australia
2025-07-28,2025-07-28,2,127.06,Economy,Rome,Italy,Bangkok,Thailand
2025-07-28,2025-07-28,8,885.78,First,Rome,Italy,Singapore,Singapore
2025-07-28,2025-07-28,3,285.93,Economy,Bangkok,Thailand,New York City,USA
2025-07-28,2025-07-28,2,814.55,First,Bangkok,Thailand,Los Angeles,USA
2025-07-28,2025-07-28,10,211.96,Economy,Bangkok,Thailand,London,United Kingdom
2025-07-28,2025-07-28,6,196.36,Economy,Bangkok,Thailand,Paris,France
2025-07-28,2025-07-28,3,229.1,Economy,Bangkok,Thailand,Tokyo,Japan
2025-07-28,2025-07-29,11,289.59,Economy,Bangkok,Thailand,Dubai,United Arab Emirates
2025-07-28,2025-07-28,10,692.65,Business,Bangkok,Thailand,Sydney,Australia
2025-07-28,2025-07-28,2,477.05,Business,Bangkok,Thailand,Rome,Italy
2025-07-28,2025-07-28,9,622.75,Business,Bangkok,Thailand,Singapore,Singapore
2025-07-28,2025-07-28,2,600.92,Business,Singapore,Singapore,New York City,USA
2025-07-28,2025-07-28,3,546.73,Business,Singapore,Singapore,Los Angeles,USA
2025-07-28,2025-07-29,11,268.78,Economy,Singapore,Singapore,London,United Kingdom
2025-07-28,2025-07-28,6,1099.91,First,Singapore,Singapore,Paris,France
2025-07-28,2025-07-28,3,667.82,Business,Singapore,Singapore,Tokyo,Japan
2025-07-28,2025-07-28,10,205.91,Economy,Singapore,Singapore,Dubai,United Arab Emirates
2025-07-28,2025-07-28,5,1053.14,First,Singapore,Singapore,Sydney,Australia
2025-07-28,2025-07-28,10,151.97,Economy,Singapore,Singapore,Rome,Italy
2025-07-28,2025-07-28,10,937.7,First,Singapore,Singapore,Bangkok,Thailand
2025-07-29,2025-07-29,6,419.42,Business,New York City,USA,Los Angeles,USA
2025-07-29,2025-07-29,9,1059.47,First,New York City,USA,London,United Kingdom
2025-07-29,2025-07-29,7,166.25,Economy,New York City,USA,Paris,France
2025-07-29,2025-07-29,7,128.39,Economy,New York City,USA,Tokyo,Japan
2025-07-29,2025-07-29,3,864.73,First,New York City,USA,Dubai,United Arab Emirates
2025-07-29,2025-07-29,6,629.21,Business,New York City,USA,Sydney,Australia
2025-07-29,2025-07-29,8,828.32,First,New York City,USA,Rome,Italy
2025-07-29,2025-07-29,10,148.69,Economy,New York City,USA,Bangkok,Thailand
2025-07-29,2025-07-30,11,962.57,First,New York City,USA,Singapore,Singapore
2025-07-29,2025-07-29,3,135.51,Economy,Los Angeles,USA,New York City,USA
2025-07-29,2025-07-29,8,402.67,Business,Los Angeles,USA,London,United Kingdom
2025-07-29,2025-07-29,5,200.63,Economy,Los Angeles,USA,Paris,France
2025-07-29,2025-07-29,4,837.96,First,Los Angeles,USA,Tokyo,Japan
2025-07-29,2025-07-29,9,699.91,Business,Los Angeles,USA,Dubai,United Arab Emirates
2025-07-29,2025-07-30,12,1076.08,First,Los Angeles,USA,Sydney,Australia
2025-07-29,2025-07-29,4,613.36,Business,Los Angeles,USA,Rome,Italy
2025-07-29,2025-07-30,12,227.47,Economy,Los Angeles,USA,Bangkok,Thailand
2025-07-29,2025-07-29,8,270.37,Economy,Los Angeles,USA,Singapore,Singapore
2025-07-29,2025-07-30,12,437.31,Business,London,United Kingdom,New York City,USA
2025-07-29,2025-07-29,4,1153.75,First,London,United Kingdom,Los Angeles,USA
2025-07-29,2025-07-29,4,293.72,Economy,London,United Kingdom,Paris,France
2025-07-29,2025-07-29,4,198.36,Economy,London,United Kingdom,Tokyo,Japan
2025-07-29,2025-07-29,2,537.22,Business,London,United Kingdom,Dubai,United Arab Emirates
2025-07-29,2025-07-29,7,420.79,Business,London,United Kingdom,Sydney,Australia
2025-07-29,2025-07-29,4,678.83,Business,London,United Kingdom,Rome,Italy
2025-07-29,2025-07-29,4,1044.35,First,London,United Kingdom,Bangkok,Thailand
2025-07-29,2025-07-30,11,117.61,Economy,London,United Kingdom,Singapore,Singapore
2025-07-29,2025-07-29,2,207.0,Economy,Paris,France,New York City,USA
2025-07-29,2025-07-29,2,696.18,Business,Paris,France,Los Angeles,USA
2025-07-29,2025-07-29,9,153.15,Economy,Paris,France,London,United Kingdom
2025-07-29,2025-07-30,12,1068.07,First,Paris,France,Tokyo,Japan
2025-07-29,2025-07-30,11,926.88,First,Paris,France,Dubai,United Arab Emirates
2025-07-29,2025-07-29,10,648.64,Business,Paris,France,Sydney,Australia
2025-07-29,2025-07-29,6,1068.19,First,Paris,France,Rome,Italy
2025-07-29,2025-07-29,6,640.22,Business,Paris,France,Bangkok,Thailand
2025-07-29,2025-07-30,11,1155.42,First,Paris,France,Singapore,Singapore
2025-07-29,2025-07-30,12,251.5,Economy,Tokyo,Japan,New York City,USA
2025-07-29,2025-07-30,11,987.13,First,Tokyo,Japan,Los Angeles,USA
2025-07-29,2025-07-29,4,235.19,Economy,Tokyo,Japan,London,United Kingdom
2025-07-29,2025-07-29,7,801.56,First,Tokyo,Japan,Paris,France
2025-07-29,2025-07-29,5,245.2,Economy,Tokyo,Japan,Dubai,United Arab Emirates
2025-07-29,2025-07-29,6,1025.52,First,Tokyo,Japan,Sydney,Australia
2025-07-29,2025-07-29,5,420.55,Business,Tokyo,Japan,Rome,Italy
2025-07-29,2025-07-29,7,1188.36,First,Tokyo,Japan,Bangkok,Thailand
2025-07-29,2025-07-30,12,1053.6,First,Tokyo,Japan,Singapore,Singapore
2025-07-29,2025-07-29,8,499.52,Business,Dubai,United Arab Emirates,New York City,USA
2025-07-29,2025-07-29,6,1030.68,First,Dubai,United Arab Emirates,Los Angeles,USA
2025-07-29,2025-07-29,6,676.45,Business,Dubai,United Arab Emirates,London,United Kingdom
2025-07-29,2025-07-29,10,612.35,Business,Dubai,United Arab Emirates,Paris,France
2025-07-29,2025-07-29,2,217.84,Economy,Dubai,United Arab Emirates,Tokyo,Japan
2025-07-29,2025-07-30,11,635.13,Business,Dubai,United Arab Emirates,Sydney,Australia
2025-07-29,2025-07-29,10,204.14,Economy,Dubai,United Arab Emirates,Rome,Italy
2025-07-29,2025-07-29,4,683.15,Business,Dubai,United Arab Emirates,Bangkok,Thailand
2025-07-29,2025-07-29,4,1142.81,First,Dubai,United Arab Emirates,Singapore,Singapore
2025-07-29,2025-07-30,12,172.18,Economy,Sydney,Australia,New York City,USA
2025-07-29,2025-07-30,12,121.86,Economy,Sydney,Australia,Los Angeles,USA
2025-07-29,2025-07-29,10,248.17,Economy,Sydney,Australia,London,United Kingdom
2025-07-29,2025-07-29,8,1194.53,First,Sydney,Australia,Paris,France
2025-07-29,2025-07-29,2,1003.84,First,Sydney,Australia,Tokyo,Japan
2025-07-29,2025-07-30,12,514.96,Business,Sydney,Australia,Dubai,United Arab Emirates
2025-07-29,2025-07-29,9,415.22,Business,Sydney,Australia,Rome,Italy
2025-07-29,2025-07-29,8,909.37,First,Sydney,Australia,Bangkok,Thailand
2025-07-29,2025-07-29,4,884.84,First,Sydney,Australia,Singapore,Singapore
2025-07-29,2025-07-29,10,217.14,Economy,Rome,Italy,New York City,USA
2025-07-29,2025-07-29,2,194.58,Economy,Rome,Italy,Los Angeles,USA
2025-07-29,2025-07-29,6,273.25,Economy,Rome,Italy,London,United Kingdom
2025-07-29,2025-07-29,4,1002.08,First,Rome,Italy,Paris,France
2025-07-29,2025-07-29,4,475.36,Business,Rome,Italy,Tokyo,Japan
2025-07-29,2025-07-29,9,497.59,Business,Rome,Italy,Dubai,United Arab Emirates
2025-07-29,2025-07-29,9,1130.79,First,Rome,Italy,Sydney,Australia
2025-07-29,2025-07-29,9,643.07,Business,Rome,Italy,Bangkok,Thailand
2025-07-29,2025-07-29,10,1081.44,First,Rome,Italy,Singapore,Singapore
2025-07-29,2025-07-29,7,411.96,Business,Bangkok,Thailand,New York City,USA
2025-07-29,2025-07-29,5,1198.15,First,Bangkok,Thailand,Los Angeles,USA
2025-07-29,2025-07-29,5,990.75,First,Bangkok,Thailand,London,United Kingdom
2025-07-29,2025-07-29,9,842.54,First,Bangkok,Thailand,Paris,France
2025-07-29,2025-07-29,8,1196.3,First,Bangkok,Thailand,Tokyo,Japan
2025-07-29,2025-07-29,3,466.1,Business,Bangkok,Thailand,Dubai,United Arab Emirates
2025-07-29,2025-07-29,6,686.37,Business,Bangkok,Thailand,Sydney,Australia
2025-07-29,2025-07-29,3,591.12,Business,Bangkok,Thailand,Rome,Italy
2025-07-29,2025-07-30,11,889.11,First,Bangkok,Thailand,Singapore,Singapore
2025-07-29,2025-07-29,9,968.32,First,Singapore,Singapore,New York City,USA
2025-07-29,2025-07-29,6,261.09,Economy,Singapore,Singapore,Los Angeles,USA
2025-07-29,2025-07-30,12,841.2,First,Singapore,Singapore,London,United Kingdom
2025-07-29,2025-07-30,11,969.04,First,Singapore,Singapore,Paris,France
2025-07-29,2025-07-29,5,1119.28,First,Singapore,Singapore,Tokyo,Japan
2025-07-29,2025-07-29,8,814.14,First,Singapore,Singapore,Dubai,United Arab Emirates
2025-07-29,2025-07-30,12,156.22,Economy,Singapore,Singapore,Sydney,Australia
2025-07-29,2025-07-29,5,291.59,Economy,Singapore,Singapore,Rome,Italy
2025-07-29,2025-07-29,2,667.77,Business,Singapore,Singapore,Bangkok,Thailand
2025-07-30,2025-07-30,7,1197.22,First,New York City,USA,Los Angeles,USA
2025-07-30,2025-07-30,9,1002.5,First,New York City,USA,London,United Kingdom
2025-07-30,2025-07-30,10,457.53,Business,New York City,USA,Paris,France
2025-07-30,2025-07-31,11,862.38,First,New York City,USA,Tokyo,Japan
2025-07-30,2025-07-31,11,577.59,Business,New York City,USA,Dubai,United Arab Emirates
2025-07-30,2025-07-30,9,573.28,Business,New York City,USA,Sydney,Australia
2025-07-30,2025-07-30,10,152.68,Economy,New York City,USA,Rome,Italy
2025-07-30,2025-07-30,6,425.7,Business,New York City,USA,Bangkok,Thailand
2025-07-30,2025-07-30,6,581.05,Business,New York City,USA,Singapore,Singapore
2025-07-30,2025-07-30,2,131.75,Economy,Los Angeles,USA,New York City,USA
2025-07-30,2025-07-31,12,495.28,Business,Los Angeles,USA,London,United Kingdom
2025-07-30,2025-07-30,3,487.04,Business,Los Angeles,USA,Paris,France
2025-07-30,2025-07-30,6,528.19,Business,Los Angeles,USA,Tokyo,Japan
2025-07-30,2025-07-30,7,159.52,Economy,Los Angeles,USA,Dubai,United Arab Emirates
2025-07-30,2025-07-30,5,219.17,Economy,Los Angeles,USA,Sydney,Australia
2025-07-30,2025-07-30,4,975.48,First,Los Angeles,USA,Rome,Italy
2025-07-30,2025-07-30,10,110.47,Economy,Los Angeles,USA,Bangkok,Thailand
2025-07-30,2025-07-30,10,158.3,Economy,Los Angeles,USA,Singapore,Singapore
2025-07-30,2025-07-30,9,1168.04,First,London,United Kingdom,New York City,USA
2025-07-30,2025-07-30,6,258.3,Economy,London,United Kingdom,Los Angeles,USA
2025-07-30,2025-07-30,7,195.0,Economy,London,United Kingdom,Paris,France
2025-07-30,2025-07-30,4,686.46,Business,London,United Kingdom,Tokyo,Japan
2025-07-30,2025-07-30,3,650.18,Business,London,United Kingdom,Dubai,United Arab Emirates
2025-07-30,2025-07-30,5,839.55,First,London,United Kingdom,Sydney,Australia
2025-07-30,2025-07-30,5,404.0,Business,London,United Kingdom,Rome,Italy
2025-07-30,2025-07-30,3,283.82,Economy,London,United Kingdom,Bangkok,Thailand
2025-07-30,2025-07-30,2,1178.99,First,London,United Kingdom,Singapore,Singapore
2025-07-30,2025-07-31,12,1199.98,First,Paris,France,New York City,USA
2025-07-30,2025-07-30,7,599.15,Business,Paris,France,Los Angeles,USA
2025-07-30,2025-07-30,9,941.02,First,Paris,France,London,United Kingdom
2025-07-30,2025-07-30,2,654.97,Business,Paris,France,Tokyo,Japan
2025-07-30,2025-07-30,4,1009.42,First,Paris,France,Dubai,United Arab Emirates
2025-07-30,2025-07-30,5,489.57,Business,Paris,France,Sydney,Australia
2025-07-30,2025-07-30,9,842.3,First,Paris,France,Rome,Italy
2025-07-30,2025-07-31,11,686.33,Business,Paris,France,Bangkok,Thailand
2025-07-30,2025-07-30,10,596.38,Business,Paris,France,Singapore,Singapore
2025-07-30,2025-07-30,2,462.02,Business,Tokyo,Japan,New York City,USA
2025-07-30,2025-07-30,8,821.3,First,Tokyo,Japan,Los Angeles,USA
2025-07-30,2025-07-30,7,565.97,Business,Tokyo,Japan,London,United Kingdom
2025-07-30,2025-07-30,6,897.41,First,Tokyo,Japan,Paris,France
2025-07-30,2025-07-30,7,246.57,Economy,Tokyo,Japan,Dubai,United Arab Emirates
2025-07-30,2025-07-30,9,951.8,First,Tokyo,Japan,Sydney,Australia
2025-07-30,2025-07-30,6,999.87,First,Tokyo,Japan,Rome,Italy
2025-07-30,2025-07-30,6,1179.9,First,Tokyo,Japan,Bangkok,Thailand
2025-07-30,2025-07-30,9,1168.11,First,Tokyo,Japan,Singapore,Singapore
2025-07-30,2025-07-30,5,482.27,Business,Dubai,United Arab Emirates,New York City,USA
2025-07-30,2025-07-31,11,567.58,Business,Dubai,United Arab Emirates,Los Angeles,USA
2025-07-30,2025-07-30,9,445.5,Business,Dubai,United Arab Emirates,London,United Kingdom
2025-07-30,2025-07-31,12,164.2,Economy,Dubai,United Arab Emirates,Paris,France
2025-07-30,2025-07-30,5,1031.25,First,Dubai,United Arab Emirates,Tokyo,Japan
2025-07-30,2025-07-30,4,429.44,Business,Dubai,United Arab Emirates,Sydney,Australia
2025-07-30,2025-07-30,3,120.31,Economy,Dubai,United Arab Emirates,Rome,Italy
2025-07-30,2025-07-30,10,683.41,Business,Dubai,United Arab Emirates,Bangkok,Thailand
2025-07-30,2025-07-30,8,137.9,Economy,Dubai,United Arab Emirates,Singapore,Singapore
2025-07-30,2025-07-30,6,298.55,Economy,Sydney,Australia,New York City,USA
2025-07-30,2025-07-30,3,182.62,Economy,Sydney,Australia,Los Angeles,USA
2025-07-30,2025-07-30,4,229.53,Economy,Sydney,Australia,London,United Kingdom
2025-07-30,2025-07-30,3,803.39,First,Sydney,Australia,Paris,France
2025-07-30,2025-07-30,3,106.64,Economy,Sydney,Australia,Tokyo,Japan
2025-07-30,2025-07-30,3,467.88,Business,Sydney,Australia,Dubai,United Arab Emirates
2025-07-30,2025-07-31,11,884.61,First,Sydney,Australia,Rome,Italy
2025-07-30,2025-07-30,9,553.56,Business,Sydney,Australia,Bangkok,Thailand
2025-07-30,2025-07-30,8,1164.64,First,Sydney,Australia,Singapore,Singapore
2025-07-30,2025-07-30,8,286.49,Economy,Rome,Italy,New York City,USA
2025-07-30,2025-07-31,12,948.09,First,Rome,Italy,Los Angeles,USA
2025-07-30,2025-07-30,8,906.03,First,Rome,Italy,London,United Kingdom
2025-07-30,2025-07-30,7,1064.45,First,Rome,Italy,Paris,France
2025-07-30,2025-07-30,9,641.01,Business,Rome,Italy,Tokyo,Japan
